"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_1.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_1.py","8","17","8","23"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_3.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_3.py","9","21","9","27"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_4.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_4.py","12","21","12","27"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_5.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_5.py","12","21","12","27"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_111/code_row_1.py:16:25:16:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_111/code_row_1.py","17","16","17","26"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_1.py:15:30:15:30""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_84/code_row_1.py","16","24","16","67"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_113/code_row_1.py:15:25:15:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_113/code_row_1.py","16","24","16","61"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_112/code_row_2.py:12:45:12:45""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_112/code_row_2.py","13","16","13","43"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_2.py:14:30:14:30""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_84/code_row_2.py","15","24","15","67"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_111/code_row_2.py:14:45:14:45""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_111/code_row_2.py","17","12","17","17"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_90/code_row_2.py:23:30:23:32""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_90/code_row_2.py","24","24","24","42"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_82/code_row_4.py:17:25:17:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_82/code_row_4.py","18","24","18","40"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_82/code_row_5.py:15:25:15:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_82/code_row_5.py","16","24","16","40"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_1.py:1:36:1:42""]].","/syntactic_permutations_29/code_row_1.py","11","25","11","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_65/code_row_1.py:1:26:1:32""]].","/syntactic_permutations_65/code_row_1.py","20","29","20","39"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_65/code_row_1.py:1:26:1:32""]].","/syntactic_permutations_65/code_row_1.py","25","29","25","39"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_1.py:2:26:2:32""]].","/syntactic_permutations_30/code_row_1.py","11","25","11","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_1.py:12:21:12:23""]].","/syntactic_permutations_32/code_row_1.py","7","25","7","27"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_1.py:1:26:1:32""]].","/syntactic_permutations_33/code_row_1.py","9","25","9","27"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_70/code_row_2.py:1:26:1:32""]].","/syntactic_permutations_70/code_row_2.py","9","29","9","39"
