"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_111/code_row_2/src/main/java/PingController_1.java:24:32:24:45""]] can be exposed to an external user.","/syntactic_permutations_111/code_row_2/src/main/java/PingController_1.java","24","20","24","45"
"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_143/code_row_1/src/main/java/UnsubscribeServlet.java:55:64:55:77""]] can be exposed to an external user.","/syntactic_permutations_143/code_row_1/src/main/java/UnsubscribeServlet.java","55","40","55","77"
"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_66/code_row_2/src/main/java/FileUploadServlet_7.java:34:67:34:80""]] can be exposed to an external user.","/syntactic_permutations_66/code_row_2/src/main/java/FileUploadServlet_7.java","34","42","34","80"
"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_87/code_row_1/src/main/java/TemperatureServlet_2.java:53:56:53:69""]] can be exposed to an external user.","/syntactic_permutations_87/code_row_1/src/main/java/TemperatureServlet_2.java","53","44","53","69"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_1/src/main/java/RedirectServlet.java:14:25:14:54""]].","/syntactic_permutations_30/code_row_1/src/main/java/RedirectServlet.java","16","35","16","40"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_32/code_row_1/src/main/java/RedirectServlet_1.java:11:27:11:47""]].","/syntactic_permutations_32/code_row_1/src/main/java/RedirectServlet_1.java","19","35","19","37"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_1/src/main/java/RedirectServlet_2.java:11:22:11:48""]].","/syntactic_permutations_33/code_row_1/src/main/java/RedirectServlet_2.java","13","35","13","37"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_3/src/main/java/RedirectServlet_3.java:12:27:12:53""]].","/syntactic_permutations_33/code_row_3/src/main/java/RedirectServlet_3.java","14","35","14","42"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_1/src/main/java/ImageServlet.java:12:23:12:50""]], which may cause a response-splitting vulnerability.","/syntactic_permutations_46/code_row_1/src/main/java/ImageServlet.java","25","51","25","85"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///syntactic_permutations_90/code_row_2/src/main/java/MicroserviceApplication.java:21:38:21:69""]].","/syntactic_permutations_90/code_row_2/src/main/java/MicroserviceApplication.java","23","40","23","61"
"Arbitrary file access during archive extraction (""Zip Slip"")","Extracting files from a malicious ZIP file, or similar type of archive, without validating that the destination file path is within the destination directory can allow an attacker to unexpectedly gain access to resources.","error","Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///syntactic_permutations_50/code_row_1/src/main/java/UnzipExample.java:26:21:26:23""]].
