"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_10.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_10.py","13","26","13","32"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_12.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_12.py","12","26","12","38"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_14.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_14.py","12","29","12","39"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_19.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_19.py","15","26","15","38"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_2.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_2.py","14","26","14","38"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_20.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_20.py","10","30","10","36"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_22.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_22.py","14","24","14","34"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_23.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_23.py","15","24","15","34"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_24.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_24.py","15","29","15","41"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_137/code_row_26.py:1:26:1:32""]].","/syntactic_permutations_137/code_row_26.py","16","29","16","35"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_26.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_26.py","10","30","10","36"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_27.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_27.py","10","30","10","36"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_28.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_28.py","13","26","13","32"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_3.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_3.py","15","29","15","39"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_4.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_4.py","15","29","15","41"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_5.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_5.py","12","29","12","39"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_6.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_6.py","15","29","15","39"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_9.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_9.py","15","29","15","41"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_48/code_row_1.py:13:25:13:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_48/code_row_1.py","14","16","14","26"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_1.py:13:30:13:30""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_84/code_row_1.py","14","24","14","59"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_88/code_row_1.py:38:30:38:30""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_88/code_row_1.py","39","16","39","51"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_86/code_row_1.py:51:25:51:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_86/code_row_1.py","52","24","52","40"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_69/code_row_1.py:32:25:32:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_69/code_row_1.py","33","16","33","26"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_143/code_row_1.py:39:29:39:29""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_143/code_row_1.py","40","24","40","40"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_112/code_row_1.py:24:25:24:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_112/code_row_1.py","25","24","25","40"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_113/code_row_1.py:20:25:20:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_113/code_row_1.py","21","24","21","40"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_10.py:13:30:13:30""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_84/code_row_10.py","14","24","14","59"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_88/code_row_10.py:42:30:42:30""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_88/code_row_10.py","43","30","43","54"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_88/code_row_10.py:44:25:44:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_88/code_row_10.py","45","30","45","35"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_90/code_row_10.py:46:25:46:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_90/code_row_10.py","47","25","47","54"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_82/code_row_10.py:16:25:16:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_82/code_row_10.py","17","16","17","26"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_11.py:21:30:21:30""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_84/code_row_11.py","22","24","22","66"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_138/code_row_11.py:28:25:28:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_138/code_row_11.py","29","24","29","40"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_86/code_row_11.py:32:21:32:21""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_86/code_row_11.py","53","20","53","55"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_88/code_row_11.py:29:30:29:32""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_88/code_row_11.py","30","16","30","40"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_64/code_row_12.py:36:41:36:43""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_64/code_row_12.py","37","20","37","32"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_88/code_row_12.py:22:25:22:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_88/code_row_12.py","34","20","34","25"
