"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_23.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_23.py","8","17","8","23"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_9.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_9.py","10","25","10","31"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_111/code_row_1.py:10:45:10:45""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_111/code_row_1.py","12","12","12","17"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_91/code_row_13.py:33:25:33:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_91/code_row_13.py","35","24","35","77"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_86/code_row_14.py:32:25:32:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_86/code_row_14.py","33","24","33","40"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_112/code_row_14.py:14:25:14:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_112/code_row_14.py","15","16","15","21"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_112/code_row_16.py:16:25:16:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_112/code_row_16.py","17","16","17","21"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_91/code_row_18.py:31:38:31:38""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_91/code_row_18.py","33","24","33","78"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_112/code_row_18.py:12:25:12:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_112/code_row_18.py","13","16","13","21"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_19.py:18:30:18:30""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_84/code_row_19.py","19","24","19","59"
